,transformed_text,target
4205,get door,0
4206,let use next week princess,0
4207,go home first lar wait 4 lor put stuff first,0
4208,want kfc tuesday buy 2 meal gravi 2 mark 2,0
4209,da stupid da alway send like believ mental,0
4210,oi gon na ring,0
4211,miss call alert number call left messag 07008009200,1
4212,attend noth,0
4213,ard 530 like dat lor juz meet mrt station dun haf come,0
4214,dear sleep,0
4215,er mw im fill tuth aight,0
4216,offic around 4 pm go hospit,0
4217,actual wait 2 week start put ad,0
4218,anyth lor go go lor,0
4219,u free sat rite u wan 2 watch infern affair wif n darren n mayb xy,0
4221,yo around friend mine lookin pick later tonight,0
4222,stupid auto correct phone,0
4223,doubl evict week spiral michael good riddanc,0
4224,world suffer lot violenc bad peopl silenc good peopl,0
4225,ok that cool either raglan rd edward rd behind cricket ground gim ring ur closebi see tuesday,0
4226,buy one egg da pleas,0
4227,start skye,0
4228,bookedth hut also time way,0
4229,sever sir,0
4230,u realli pig leh sleep much dad wake 10 smth 2 eat lunch today,0
4232,love hope anyth drastic dare sell pc phone,0
4234,freemsg record indic may entitl 3750 pound accid claim free repli ye msg opt text stop,1
4236,life style garment account pleas,0
4237,lol wtf random btw lunch break,0
4238,sez how u de arab boy hope u r good give love 2 evry1 love ya eshxxxxxxxxxxx,0
4239,lay man let know miss thought great day send bimbo ugo number ill appreci safe,0
4240,detroit home snow enjoy,0
4241,show ur colour euro 2004 offer get england flag 3lion tone ur phone click follow servic messag info,1
4243,aight chillin friend room text way,0
4244,toshiba porteg m100 gd,0
4245,well welp sort semiobscur internet thing,0
4246,text pass 69669 collect polyphon rington normal gpr charg appli enjoy tone,1
4247,accordingli repeat text word ok mobil phone send,1
4248,loosu go hospit de dont let careless,0
4249,much eighth,0
4250,omg joanna freak look thru friend find photo ask stuff myspac even log like year,0
4251,send ur birthdat month year tel u ur life partner name method calcul repli must,0
4252,juz havent woke bit blur blur dad went liao cant cum oso,0
4253,cloth jewelri trip,0
4254,block breaker come delux format new featur great graphic buy repli get bbdelux take challeng,1
4255,aah cuddl would lush need lot tea soup kind fumbl,0
4256,import inform 4 orang user today lucki day 2find log onto http fantast surpris await,1
4259,plan famili set stone,0
4260,pl dont forget studi,0
4261,never believ actual got taunton wow,0
4262,den weekday got special price haiz cant eat liao cut nail oso muz wait finish drivin wat lunch still muz eat wat,0
4263,broke list reason nobodi town ca tell sarcast faggi,0
4264,lt decim gt common car better buy china asia find less expens holla,0
4265,greatest test courag earth bear defeat without lose heart gn tc,0
4266,sorri im stil fuck last nite went tobe 430 got 4 work 630,0
4267,hey what plan sat,0
4268,beauti sleep help ur pimpl,0
4269,great hope use connect mode men also co never know old friend lead today,0
4270,natalja invit friend repli see stop send stop frnd 62468,1
4271,get,0
4272,kind miss train co asthma attack nxt one half hr drive sure park,0
4273,ball move spin last difficult bat,0
4274,haiyoh mayb hamster jealou million,0
4275,pleas send aunti number,0
4276,glad follow dream,0
4277,reach home final,0
4278,urgent import inform 02 user today lucki day 2 find log onto http fantast surpris await,1
4280,wn u r hurt prsn close 2 u fight wit dem coz somtim di fight save relat bt quiet leav nothin relat gud,0
4281,u call,0
4282,scienc tell chocol melt sunlight pleas walk sunlight bcoz want loss sweet friend,0
4283,ye come nyc audiit tri reloc,0
4284,pock,0
4285,congrat great want tell tell score co might make relax motiv thank share,0
4286,wud never mind u dont miss u dont need u wil realli hurt wen u need amp u dont tell take care,0
4287,hey mr what name bill brison book one languag word,0
4288,okay good problem thanx,0
4289,inform ikea spell cap yell thought left sit bed among mess came said go got home class pleas tri bullshit make want listen less,0
4290,call u done,0
4291,,0
4292,best watch say caus get drunk motherfuck,0
4293,kit strip bill 150p netcollex po box 1013 ig11 oja,1
4295,pleas call 08712402578 immedi urgent messag wait,1
4296,let send free anonym mask messag im send messag see potenti abus,1
4299,erm woodland avenu somewher get parish magazin telephon number,0
4300,ta job avail let know pleas co realli need start work,0
4301,aiyar hard 2 type u later free tell call n scold n tell u,0
4302,yup free,0
4303,good good billi mate gone jog enjoy concert,0
4304,yo come carlo soon,0
4305,awww dat sweet think someth nice time tonight ill probabl txt u later co im lone xxx,0
4306,guess useless call u 4 someth import,0
4307,ha ha pop loo hello,0
4308,dint tell anyth angri told abi,0
4310,happen r 2waxsto wat want come ill get medic insur abl deliv basic care current shop right medic insur give til friday morn that see major person guid right insur,0
4311,keep ten rs shelf buy two egg,0
4312,well babe swollen gland throat end,0
4313,ur chang 2 da report big co alreadi made chang 2 da previou report,0
4314,captain room,0
4315,ca speak bcaz mobil problem listen listen voic call later,0
4316,hiya stu wot u much trubl home moment evon hate even u wot hell av done wont u tell text bck pleas luv dan,0
4317,take mokka player,0
4318,still play gautham,0
4319,hey mr go sea view coupl gay mean game give bell ya finish,0
4320,k jason say gon na around around lt gt,0
4321,sorri abl get see morn,0
4322,aight well keep inform,0
4324,search good dual sim mobil pa,0
4325,seem unnecessarili hostil,0
4326,dude got haircut breezi,0
4327,congrat 2 mobil 3g videophon r call 09061744553 videochat wid ur mate play java game dload polyh music nolin rentl bx420 ip4 5we 150pm,1
4328,doctor 1tulsi cancer fat 1cup bone problm 3 litr diseas snd th 2 u care,0
4329,thought king hill thing,0
4330,nope come onlin,0
4331,also tell said happi birthday,0
4332,bishan lei tot say lavend,0
4333,boo time u get u suppos take shop today,0
4334,u sound like manki scous boy steve like travel da bu u inmind 4 recreat di eve,0
4335,fyi take quick shower epsilon like lt gt min,0
4336,tuesday night r u 4 real,0
4337,ye appt,0
4338,got outta class gon na go gym,0
4339,want sent lt gt mesag today that sorri hurt,0
4340,ìï write wat,0
4341,ha would say read anyth way u seem like 2 judgement save friday pub,0
4342,valentin game send di msg ur friend 5 answer r someon realli love colour suit best,0
4343,hi ask waheeda fathima leav,0
4344,enjoy urself tmr,0
4345,still around could use,0
4347,give us back id proof lt gt rs wont allow work come home within day,0
4348,ìï bot note oredi co juz rem got,0
4349,ye rent expens way save,0
4351,how pain dear r u smile,0
4352,fun fact although would think armand would eventu build toler shit consid much smoke get fuck like 2 hit,0
4353,import inform 4 orang user 0789xxxxxxx today lucki day 2find log onto http fantast surpris await,1
4355,great send account number,0
4356,hellogorg how u fone charg lst nitw wen u texd hopeu ad nice wkend im sure u lookin 4ward 2 u 2mrw luv jaz,0
4357,date servic ask 2 contact u someon shi call 09058091870 reveal pobox84 m26 3uz 150p,1
4358,ìï send content page,0
4359,night sweet sleep well see exorc emili rose may never sleep hug snog,0
4360,think u think use good ni8,0
4361,ca right second got ta hit peopl first,0
4362,evri emot ds hav wish ds hav prayr u smile world wit even drop tear ds lik 2 stay wit b happi good morn keep smile,0
4363,rememb,0
4364,ujhhhhhhh comput ship address sandiago parantella lane wtf poop,0
4365,mm ye dear look hug,0
4366,like di sweater fr mango size alreadi irrit,0
4367,1 number 2 gon na massiv pain ass rather get involv possibl,0
4368,anytim lor,0
4369,want new video handset 750 time network min unlimit text camcord repli call 08000930705 del sat,1
4371,ur balanc next question complet landmark big bob barri ben text b c good luck,1
4372,fine absolutli fine,0
4373,k sure consent form v,0
4374,ur tonex subscript renew charg choos 10 poli month bill msg,1
4375,prize go anoth custom c polo ltd suit 373 london w1j 6hl pleas call back busi,1
4376,much torch 9ja,0
4377,noth u dinner w us,0
4378,check,0
4379,done internet connect v slow send tri later first thing tomo,0
4380,mathew tait edward anderson,0
4381,yeah sure thing mate haunt got stuff sort im go sound anyway promot hex way dont know number joke,0
4382,need lar go engin co si art today,0
4383,thank honey still heard anyth leav bit longer 2 crowd tri later great advic thank hope cardiff still,0
4384,want new nokia 3510i colour phone deliv tomorrow 200 free minut mobil 100 free text free camcord repli call 8000930705,1
4385,im snowboard trip wonder plan get everyon togeth befor go meet greet kind affair cheer,0
4386,watch live,0
4387,see christmassi,0
4388,k readi lt gt,0
4391,new year plan,0
4392,recpt order rington order process,1
4393,baaaaaaaab wake miss crave need,0
4394,got messag ignor ye shop,0
4395,dear mood cant drive brother drive,0
4396,dad get back,0
4397,tell shola pleas go colleg medicin visit academ depart tell academ secretari current situat ask transfer ask someon check sagamu thing lautech vital complet medic educ nigeria less expens much less expens unless get citizen rate new zealand,0
4398,ye finish watch day live love,0
4399,juz go googl n search 4 qet,0
4400,mani time lose best one bcoz,0
4401,good friend care close friend understand true friend stay forev beyond word beyond time gud ni8,0
4402,get back home,0
4403,sorri call later lt gt min,0
4404,dun need use dial juz open da browser n surf,0
4405,one regist subscrib u enter draw 4 100 gift voucher repli enter unsubscrib text stop,1
4406,awesom plan get time like lt gt text detail wee bit,0
4407,take care sleep need learn chang need get convinc wait convers convinc famili mani u role life,0
4408,chanc win free bluetooth headset simpli repli back,1
4409,also didnt get na hi hi hi hi hi,0
4410,ya cant display intern sub got ta extract,0
4411,said anyth wrong sorri de,0
4413,stupid say challeng dont think write instead respond im,0
4414,yeah abl text readi meet,0
4415,v skint fanci gona go meet othr spoon jst bin watchng planet earth sofa v comfey dont make hav gd night,0
4416,say quit least5tim day wud take much notic nah mind gon na see want come taunton tonight u tell,0
4417,get free call,0
4418,littl darl far week need coffe run tomo ca believ time week alreadi,0
4420,still west coast haiz ìï take forev come back,0
4421,mmm fuck merri christma,0
4422,alright thank advic enjoy night tri get sleep,0
4423,updat face book statu frequent,0
4424,saw k da,0
4425,someth u ate,0
4426,bank say money,0
4427,aiyar dun disturb u liao thk u lot 2 aft ur cupboard come,0
4428,hey r watch movi tonight prob b home earli,0
4429,yar lor u noe u use dat rout,0
4430,2mro come gym machan goodnight,0
4431,dont think need yellow card uk travel ask someon gone lt gt buck,0
4432,u look 4 da lib got stuff havent finish yet,0
4433,sound great im go sleep good night,0
4434,b floppi b snappi happi gay chat servic photo upload call 08718730666 2 stop text call 08712460324,1
4436,come u got noth,0
4437,noth ever easi look reason take risk life love,0
4438,want grasp pretti booti,0
4439,got tea sure flavour,0
4440,go 2 orchard lareadi reach soon u reach,0
4441,dear deni word pleas,0
4442,know old dom told yesterday name roger got touch last night want meet today 2 pm,0
4443,come back tampa ffffuuuuuuu,0
4444,2 celebr båõday els,0
4445,merri christma u anni,0
4446,pleas tell special stock talk,0
4447,sent like,0
4449,awesom minut,0
4450,problem walk around oblivi go around say thing constantli go one ear go whatev want know upset listen tell go upset want surpris mad,0
4451,told everyth stop dont let get dehydr,0
4452,guess lt gt min,0
4453,home ard wat time u reach,0
4455,want mapquest someth look dogwood,0
4456,aight plan come later tonight,0
4457,die accident delet e msg suppos 2 put e sim archiv haiz sad,0
4458,welcom msg free give free call futur mg bill 150p daili cancel send 89123,1
4459,wish great day moji told offer alway speechless offer easili go great length behalf stun exam next friday keep touch sorri,0
4460,thank repli today ur visa come r u still buy gucci bag sister thing easi uncl john also bill realli need think make money later sha,0
4461,sorri flake last night shit serious goin roommat tonight,0
4462,said look pretti wif long hair wat thk cut quit short 4 leh,0
4464,callin culdnt talkbut wannatel u detail later wenwecan chat properli,0
4465,hey u still gym,0
4467,much better thank lol,0
4468,noth smsing u n xy lor sorri lor da guy neva c u person sort know u lor u wan 2 meet xy ask 2 bring u along 4 next meet,0
4469,lem know swing pick free basic time 1 semest,0
4470,wa u effici gee thanx,0
4471,receiv mobil content enjoy,1
4472,abl sleep,0
4473,want explicit sex 30 sec ring 02073162414 cost,1
4474,meet soon princess ttyl,0
4475,pick go taunton still want come,0
4476,oh 4 outsid player allow play know,0
4477,anyth lor,0
4478,erutupalam thandiyachu,0
4479,cant u tri new invent fli,0
4480,ful song lyric,0
4481,u reckon need 2 arrang transport u ca thank,0
4482,true lov n care wil nevr go unrecogn though somon often make mistak valu definitli undrstnd start miss,0
4483,shop eh ger toke abt syd leh haha,0
4484,stand,0
4485,good weekend,0
4486,miss call miss call khelat kintu opponent miss call dhort lage that rule one great phone receiv qualiti win,0
4487,call get chanc plz lt 3,0
4488,new deu ex game comin earli next yr,0
4489,comput fri essenti part keep spare fuck idiot roommat looovvv leav thing run full lt gt,0
4490,friend studi warwick plan go shop concert tmw may cancel hav seen age yeah get togeth sometim,0
4491,probabl coupl hour top,0
4492,lol grin babe thank think,0
4493,man bu slow think gon na get,0
4494,hope text meet smile let text give reason smile beauti day,0
4495,case wake wonder forgot take care someth grandma today done parad,0
4497,latest nokia mobil ipod mp3 player proze guarante repli win 83355 norcorp,1
4498,sm servic inclus text credit pl goto 3qxj9 unsubscrib stop extra charg help 9ae,1
4499,nvm take ur time,0
4500,wat da decis,0
4501,wot u 2 bitch,0
4503,told hr want post chennai work,0
4504,mobil club choos top qualiti item mobil 7cfca1a,1
4505,guy leav,0
4506,neva grumbl sad lor hee buy tmr lor aft lunch still meetin 4 lunch tmr neva hear fr lei ìï got lot work ar,0
4507,abl anyth,0
4508,ìï takin linear algebra today,0
4509,weekend fine excus much decor,0
4510,sorri miss babe late slept hope enjoy drive lesson boytoy miss teas kiss,0
4511,project come,0
4512,money wine number 946 wot next,1
4513,sure whenev show fuck gt,0
4514,random saw old roomat campu graduat,0
4516,men alway need beauti intellig care love adjust cooper wife law allow one wife,0
4517,suck got plan yo valentin yo valentin,0
4518,got part nottingham 3 hr 63mile good thing love man much 40mph hey ho,0
4519,think one say clearli ok leav need ask go come,0
4520,hi good mornin thanku wish u,0
4521,u want 2 meet 2morro,0
4522,actual decid hungri left yet v,0
4523,sent part,0
4524,co shop wif darren ju n call 2 ask wat present wan lor start guess wif n final guess darren lor,0
4525,want cock hubbi away need real man 2 satisfi txt wife 89938 string action txt stop 2 end txt rec otbox 731 la1 7w,1
4526,understand loss gain work school,0
4527,u miss u havent 2 much bit bore holiday want 2 go bak 2 colleg sad isnt xx,0
4528,hiya probabl come home weekend next,0
4529,forget though love walk besid watch keep heart warm,0
4530,wish thing differ wonder abl show much valu pl continu brisk walk drug without askin pleas find thing laugh love dearli,0
4531,ok day make dinner tonit invit,0
4532,gr8 new servic live sex video chat mob see sexiest dirtiest girl live ur phone 4 detail text horni 89070 cancel send stop 89070,1
4533,money 4 steve mate,0
4534,im late tellmiss im way,0
4536,normal use drink water daili,0
4537,dare ask luck sort car,0
4538,parti place usf charg contribut way greatli appreci yeah got room one,0
4539,urgh coach hot smell chip fat thank especi duvet predict text word,0
4540,hiya last night naughti bought cloth littl readi shop tho kind time wan na meet,0
4541,freemsg hi babi wow got new cam mobi wan na c hot pic fanci chat im w8in 4utxt rpli chat 82242 hlp 08712317606 msg150p 2rcv,1
4542,tri reach without success,0
4543,derek done class,0
4544,never lei v lazi got wat dat day send da url cant work one,0
4545,never tri alon take weight tear come ur heart fall ur eye alway rememb stupid friend share bslvyl,0
4546,hey mate spoke mag peopl deliv end month deliv 24th talk later,0
4548,haha friend tyler liter ask could get dubsack,0
4549,u fanci meetin 4 cha åð hav lil beverag txt ring meet l8r quit tire got 3 love pete x x,0
4550,great safe trip dont panic surrend,0
4551,u love like listen song get stop u see name belov wo get angri,0
4552,sun ah thk mayb dun anythin thk book e lesson e pilat orchard mrt u noe hor,0
4553,tri someth dear read someth exam,0
4555,gettin rdi ship comp,0
4556,hospit da return home even,0
4557,piss talk someon realis u point read backward,0
4558,think da wil,0
4559,awak oh,0
4560,good afternoon boytoy goe walk day get polic abstract still wake miss babe,0
4561,much u tri get,0
4562,come around lt decim gt pm vikki otsid nw il come tht time,0
4563,tell address,0
4565,buy blackberri bold 2 torch buy new use let know plu say buy lt gt g wifi ipad say lt gt g,0
4566,togeth thinkin,0
4567,hiya how go sunni africa hope u r avin good time give big old silver back big kiss,0
4568,time come tomorrow,0
4569,wan na laugh tri mobil logon txting word chat send 8883 cm po box 4217 london w1a 6zf rcvd,1
4570,quiteamuz thatåõscool babe,0
4571,omg u know ate,0
4572,2nd attempt contact u u 09071512432 b4 300603t,1
4573,,0
4574,directli behind abt 4 row behind,0
4575,congratul ur award 500 cd voucher 125gift guarante free entri 2 100 wkli draw txt music 87066,1
4576,contract mobil 11 mnth latest motorola nokia etc free doubl min text orang tariff text ye callback remov record,1
4577,urgent call 09066350750 landlin complimentari 4 ibiza holiday cash await collect sae cs po box 434 sk3 8wp 150 ppm,1
4578,plan yet,0
4579,hi engag fixd lt gt th next month know realli shock bt hmm njan vilikkam ws al sudn,0
4580,cours math one day one chapter one month finish,0
4581,wow think common take back ur freak unless u chop,0
4583,noooooooo pleas last thing need stress life fair,0
4584,u secret admir look 2 make contact r reveal think ur,1
4586,see swing bit got thing take care firsg,0
4587,want wish happi new year want talk legal advic gari split person make trip ptbo hope everyth good babe love ya,0
4588,finish work yet someth,0
4591,right wasnt phone someon number like,0
4592,ok wun b angri msg u aft come home tonight,0
4593,good time nice someth bit differ weekend chang see ya soon,0
4594,yo sorri shower sup,0
4595,carlo pick swing usf littl bit,0
4596,full heat pa appli oil pa,0
4597,stuck da middl da row da right hand side da lt,0
4598,laid airtel line rest,0
4599,hi u decid wot 2 get 4 bday ill prob ju get voucher frm virgin sumf,0
4600,freemsg txt call 86888 claim reward 3 hour talk time use phone inc 3hr 16 stop txtstop,1
4601,j r u feel better,0
4602,plan stay night prolli wo back til late,0
4603,thanx 4 puttin da fone,0
4604,need 8th campu atm could pick hour two,0
4605,oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scare hiphop open cant catch,0
4606,run manag 5 minut need oxygen might resort roller option,0
4607,live next lt gt min,0
4608,de ask like,0
4609,glad talk,0
4610,wat time finish,0
4611,sorri da gone mad mani pend work,0
4612,much got clean,0
4613,how favourit person today r u workin hard could sleep last nite nearli rang u,0
4614,sunshin quiz win super soni dvd record cannam capit australia text mquiz b,1
4615,ìï call dad oredi,0
4616,good think could send pix would love see top bottom,0
4617,nvm go wear sport shoe anyway go late leh,0
4618,sorri call later meet,0
4619,long fuckin showr,0
4620,receiv understood n act upon,0
4621,final came fix ceil,0
4622,u need presnt alway bcz u cant mi love irulina neekunna prakasamanu prakasam ennal prabha mn prabha got dont mi,0
4623,ju finish blow hair u finish dinner alreadi,0
4624,bu love,0
4625,lol knew saw dollar store,0
4627,today voda number end 7634 select receiv reward match pleas call 08712300220 quot claim code 7684 standard rate appli,1
4628,saturday sunday holiday difficult,0
4629,everybodi fun even miss,0
4630,got hella ga money want go grand natur adventur galileo littl bit,0
4632,oh wow that gay firmwar updat help,0
4633,wo move morphin,0
4634,come din c yup cut hair,0
4635,k k pa lunch aha,0
4637,captain vijaykanth comedi captain tv drunken,0
4638,cours guess god got hold right,0
4639,hide anythi keep distanc,0
4640,havent,0
4641,rip get mobil content call 08717509990 six download 3,1
4642,sorri din lock keypad,0
4644,plan come chennai,0
4645,tri contact repli offer video phone 750 anytim network min half price line rental camcord repli call 08000930705,1
4646,god creat gap btwn ur finger dat sum1 vri special fill gap hold ur hand plz dont ask creat much gap leg,0
4647,okay go sleep later,0
4649,final happen aftr decad beer cheaper petrol gover expect us drive,0
4650,xma reward wait comput randomli pick loyal mobil custom receiv reward call 09066380611,1
4651,r e meet tmr,0
4652,lol ye add spice day,0
4654,prasanth ettan mother pass away last night pray famili,0
4655,k work someth,0
4656,privat 2003 account statement show 800 point call 08718738002 identifi code 48922 expir,1
4657,messag great doctor india 1 drink appi fizz contain cancer caus age,0
4659,call tell infront call,0
4660,ok prob,0
4661,ladi first genu second k,0
4662,ye pleas swim,0
4663,mum go robinson alreadi,0
4664,ok set let u noe e detail later,0
4665,tel softwar name,0
4666,send print out da,0
4667,im reali soz imat mum 2nite 2moro,0
4668,born god said anoth born,0
4669,didnt get ur full msg sometext miss send,0
4670,probabl almost ga get cash tomorrow,0
4671,custom servic announc recent tri make deliveri unabl pleas call 07099833605,1
4672,forgot 2 ask smth card da present lei ìï want 2 write smth sign,0
4673,leav hous,0
4674,hi babe chloe r u smash saturday night great weekend u miss sp text stop stop,1
4675,ìï readi call,0
4676,wewa iriv 128 mb,0
4677,good thing get connect bw,0
4678,sri da jst nw came home,0
4679,cool night lem know around,0
4680,stay town,0
4681,haha yeah 2 oz kind shitload,0
4682,ok u take shop u get paid,0
4684,alright bring see like lt gt min,0
4685,pl dont play other life,0
4686,eatin lunch,0
4687,give one day,0
4688,tri g decid head,0
4689,ok prob,0
4690,surli ill give come review,0
4691,march end readi call sure problem capit never complet far work ladi,0
4693,pl give food prefer pap slowli load sugar take hour give water slowli,0
4694,urgent mobil 07808726822 award bonu caller prize 2nd attempt contact call box95qu,1
4695,guy get use dumb realiz,0
4696,okey dokey bit sort stuff,0
4698,ye fine,0
4700,like new mobil,0
4701,anytim,0
4702,mmmmmmm snuggl deep content sigh whisper fuck love much bare stand,0
4703,yar say got error,0
4704,hey anyway,0
4705,wow healthi old airport rd lor cant thk anyth els b bath dog later,0
4706,wif famili book tour packag,0
4707,say bold torch later one torch 2bold,0
4708,haha awesom might need take doin tonight,0
4709,ya knw u vl giv ok thank kano anyway enjoy wit ur famili wit 1st salari,0
4710,huh slow tot u reach long ago liao u 2 day 4 leh,0
4711,that cool princess cover face hot sticki cum,0
4712,big realli scrape barrel shower social misfit,0
4713,oop thk dun haf enuff go check tell,0
4714,8 min go lunch,0
4715,hey happen u switch ur cell whole day isnt good u care give call tomorrow,0
4716,k addi amp art get home,0
4718,aiyo lesson earli still sleepin haha oki u go home liao den confirm w lor,0
4719,forgot tell smth like number section clearer,0
4720,yup anyth lor u dun wan ok,0
4721,home love still awak love kiss,0
4722,hello peach cake tast lush,0
4723,free game get rayman golf 4 free o2 game arcad 1st get ur game set repli post save activ8 press 0 key arcad termsappli,1
4724,minor shindig place later tonight interest,0
4725,jason say cool pick place like hour,0
4726,mobil 10 mth updat latest phone free keep ur number get extra free text ye call,1
4727,career tel ad u contact send free sm remov phonebook sm lt gt,0
4728,reach alreadi,0
4729,dont know ask brother noth problem thing told,0
4730,k eng rock ash,0
4731,wat time r go xin hostel,0
4732,good morn dear shijutta great amp success day,0
4734,oh k placement ah,0
4735,possess especi first offens,0
4736,nt drive even mani reason call bbd tht chikku hw abt dvg cold heard tht vinobanagar violenc hw condit hw ru problem,0
4737,bought test yesterday someth let know exact day u get 2u 2 3wk pl pl dont fret know u r worri pl relax also anyth ur past histori u need tell,0
4738,pizza u want,0
4739,keep see weird shit bein realis actual reason,0
4740,mani happi return day wish happi birthday,0
4743,u,0
4745,orh tot u say still dun believ,0
4746,put sign choos number pin show right,0
4747,beauti life next second hide thousand secret wish everi second wonder ur life gud n8,0
4748,thanx u darlin im cool thanx bday drink 2 nite 2morrow take care c u,0
4749,still mayb leav credit card get ga get back like told,0
4750,weekli tone readi download week new tone includ 1 crazi f 2 3 black p info n,1
4751,well boy glad g wast night applebe noth,0
4752,get lot cash weekend dear welcom weekend got biggest best ever cash give away,1
4753,ok lor u wan go look 4 u,0
4754,u wan 2 haf lunch da canteen,0
4755,make life stressful alway find time laugh may add year life sure add life ur year gud ni8 swt dream,0
4756,hey look like wrong one kappa guy number still phone want text see around,0
4758,thank 4 continu support question week enter u in2 draw 4 cash name new us presid txt an 80082,1
4759,home doc gave pain med say everyth fine,0
4760,140 ard ìä rest ard 180 least price 4 2 bedrm 900,0
4761,love night xxx,0
4762,prepar pleasur,0
4763,hi technic assist us custom call email,0
4764,text way cup stop work bu,0
4765,when radio show,0
4766,uniqu user id remov send stop 87239 custom servic 08708034412,1
4767,sure still avail though,0
4768,watev relat u built di world thing remain atlast iz lonlin lotz n lot memori feel,0
4769,cheer lou yeah goodnit shame u neva came c ya gailxx,0
4770,hi got money da,0
4772,ok u tell wat time u come later lor,0
4773,u repeat e instruct wat e road name ur hous,0
4775,quit lor dun tell wait get complac,0
4776,sorri complet forgot pop em round week still,0
4777,u r beauti girl ive ever seen u r babi come c common room,0
4778,cant see join deni mina deni want alon time,0
4779,sen told go join uncl financ cbe,0
4780,yup hey one day fri ask miwa jiayin take leav go karaok,0
4781,call senthil hsbc,0
4782,especi sinc talk boston person statement lol woulda chang realiz said nyc say boston,0
4783,inde way either,0
4784,urgent 09066649731from landlin complimentari 4 ibiza holiday cash await collect sae cs po box 434 sk3 8wp 150ppm,1
4785,holi live christ take long,0
4786,ìï thk wat eat tonight,0
4787,thanx yup come back sun finish dinner go back 2 hotel time fli tog 4 exactli mth today hope haf mani mth come,0
4788,opposit side drop,0
4789,yup izzit still rain heavili co e mrt ca c outsid,0
4790,send resum,0
4791,gd luck 4 ur exam,0
4792,u ask next sat make ok lor,0
4793,sorri uncl keep touch,0
4794,saw guy doll last night patrick swayz great,0
4795,urgent 2nd attempt contact prize yesterday still await collect claim call 09061702893,1
4796,santa call would littl one like call santa xma eve call 09077818151 book time last 3min 30 c,1
4797,come home want u miser,0
4798,dont know get messag,0
4799,cool tyler take gon na buy drop place later tonight total order quarter got enough,0
4800,guy car shop flirt got phone number paperwork call text nervou cours may address call boss tell know may get fire,0
4802,plan manag,0
4803,er hello thing quit go plan limp slowli home follow aa exhaust hang,0
4804,sorri delay ye master,0
4805,call u finish come n pick u,0
4806,privat 2004 account statement 078498 7 show 786 unredeem bonu point claim call 08719180219 identifi code 45239 expir,1
4807,oga left phone home saw ur messag hope good great weekend,0
4808,worri though understand import put place poorli thought punish face worst thing ever happen brb gon na go kill,0
4809,honey pl find much sell predict nigeria mani time use import repli monday,0
4810,e admin build might b slightli earlier call u reach,0
4811,fyi usf swing room whenev,0
4812,call lt gt min that ok,0
4814,ìï home work meh,0
4815,anyth valuabl 2 situat get loos,0
4816,mark take forev pick prescript pain come back,0
4817,ur paper,0
4818,got smaller capac one quit ex,0
4819,check choos babe video fgkslpopw fgkslpo,1
4820,im good think,0
4821,u r winner u ave special select 2 receiv cash 4 holiday flight inc speak live oper 2 claim 18,1
4822,,0
4823,thought bout drink tap spile seven pub ga st broad st canal ok,0
4824,go sleep tire travel,0
4825,haha thinkin,0
4826,yup give problem mayb ju leav,0
4827,lol tri make day littl interest,0
4828,long get repli defer admiss til next semest,0
4829,word chess come persian phrase shah mean king dead goodmorn good day,0
4830,po de need job aha,0
4831,rat hey u ever vote next theme,0
4832,new mobil 2004 must go txt nokia 89545 collect today 2optout txtauction,1
4833,hope pee burn tonit,0
4834,oh rite well im best mate pete went 4 2geva longer week,0
4835,yay ca wait parti togeth,0
4836,photoshop make comput shut,0
4837,boy made fun today ok problem sent one messag fun,0
4838,one issu california okay snow manag,0
4839,privat 2003 account statement show 800 point call 08715203652 identifi code 42810 expir,1
4840,hmmm mayb tri e shoppin area one forgot e name hotel,0
4841,awesom gon na soon later tonight,0
4842,need detail onlin job,0
4843,valu vodafon custom comput pick win prize collect easi call 09061743386,1
4844,miss inshah allah,0
4845,pl help tell ashley cant find number oh,0
4847,increas chanc win,0
4848,either way work lt gt year old hope doesnt bother,0
4849,mayb find someth els instead,0
4850,gain right demand tri husband see,0
4851,like new hous,0
4852,fine hope also,0
4853,also north carolina texa atm would go gre site pay test result sent,0
4854,u,0
4855,ye babi need stretch open pussi,0
4856,thank bomb date phone want say,0
4858,hey guy know breath neck get bud anyway abl get half track usf tonight,0
4859,one power weapon 2 occupi place other,0
4860,nokia phone lovli,0
4861,free messag thank use auction subscript servic 18 2 skip auction txt 2 unsubscrib txt stop customercar 08718726270,1
4863,sorri da today wont come play drive cla,0
4864,realli sorri lit hair fire,0
4865,oh shit thought trip loooooool make much sens grin sofa refer link sent went trip oh babe go celebr rent,0
4866,okey dokey swashbuckl stuff oh,0
4868,tension face smile face wast face innoc face face face face face face lt gt face,0
4869,dip cell dead come u better respond els shall come back,0
4870,well know mean text,0
4871,hi di yiju would happi work wif gek1510,0
4872,lol oop sorri fun,0
4873,wat happen cruis thing,0
4874,know dat feelin pete wuld get em nuther place nuther time mayb,0
4875,lyricalladi invit friend repli see stop send stop frnd 62468,1
4876,world happiest frnd never charact dey best understand differ,0
4878,yeah open chat click friend list make list easi pie,0
4879,alright tyler got minor crisi home sooner thought asap,0
4880,pick,0
4881,usual u call ard 10 smth,0
4883,mani thing antibiot use chest abdomen gyna infect even bone infect,0
4884,poor girl ca go one day lmao,0
4885,6time,0
